 ; ;2008-2009;2009-2010;2010-2011;2011-2012;2012-2013;2013-2014;2014-2015;2015-2016;2016-2017
1 January 2017 the municipalities 0706 Sandefjord, 0719 Andebu and ;;;;;;;;;;
most of 0720 Stokke were merged to new municipality 0710 Sandefjord. ;;;;;;;;;;
Also an area of 3 km2, with about 2 200 persons, was transferred from ;;;;;;;;;;
Stokke to 0704 Tønsberg.;;;;;;;;;;
;;;;;;;;;;
Name changed from Slemdal in 1919.;;;;;;;;;;
;;;;;;;;;;
Name changed from Liknes in 1917.;;;;;;;;;;
;;;;;;;;;;
 ;;;;;;;;;;
1 January 2017 was the boundary between 1102 Sandnes and 1124 Sola ;;;;;;;;;;
changed.;;;;;;;;;;
;;;;;;;;;;
 ;;;;;;;;;;
1 January 2017 was the boundary between 1102 Sandnes and 1124 Sola ;;;;;;;;;;
changed.;;;;;;;;;;
;;;;;;;;;;
1 January 2006  1154 Vindafjord and 1159 Ølen were merged to 1160 ;;;;;;;;;;
Vindafjord.;;;;;;;;;;
;;;;;;;;;;
1 January 2006  1154 Vindafjord and 1159 Ølen were merged to 1160 ;;;;;;;;;;
Vindafjord. ;;;;;;;;;;
Municipality 1214 Ølen was 1 January 2002 transferred to county ;;;;;;;;;;
Rogaland as 1159 Ølen.;;;;;;;;;;
;;;;;;;;;;
1 January 2006  1154 Vindafjord and 1159 Ølen were merged to 1160 ;;;;;;;;;;
Vindafjord.;;;;;;;;;;
;;;;;;;;;;
Municipality 1214 Ølen was 1 January 2002 transferred to county ;;;;;;;;;;
Rogaland as 1159 Ølen.;;;;;;;;;;
;;;;;;;;;;
1 January 2008 1503 Kristiansund and 1556 Frei were merged to 1505 ;;;;;;;;;;
Kristiansund.;;;;;;;;;;
;;;;;;;;;;
1 January 2008 1503 Kristiansund and 1556 Frei were merged to 1505 ;;;;;;;;;;
Kristiansund.;;;;;;;;;;
;;;;;;;;;;
An area with 380 inhabitants was per 1 January 2002 transferred from ;;;;;;;;;;
1514 Sande to 1511 Vanylven.;;;;;;;;;;
;;;;;;;;;;
An area with 380 inhabitants was per 1 January 2002 transferred from ;;;;;;;;;;
1514 Sande to 1511 Vanylven.;;;;;;;;;;
;;;;;;;;;;
1 January 2008 1503 Kristiansund and 1556 Frei were merged to 1505 ;;;;;;;;;;
Kristiansund.;;;;;;;;;;
;;;;;;;;;;
1 January 2006 1569 Aure and 1572 Tustna were merged to 1576 Aure.;;;;;;;;;;
;;;;;;;;;;
1 January 2006 1569 Aure and 1572 Tustna were merged to 1576 Aure.;;;;;;;;;;
;;;;;;;;;;
1 January 2006 1569 Aure and 1572 Tustna were merged to 1576 Aure.;;;;;;;;;;
;;;;;;;;;;
1 January 2012 1723 Mosvik and 1729 Inderøy were merged to 1756 ;;;;;;;;;;
Inderøy.;;;;;;;;;;
;;;;;;;;;;
1 January 2012 1729 Inderøy and 1723 Mosvik were merged to 1756 ;;;;;;;;;;
Inderøy.;;;;;;;;;;
;;;;;;;;;;
1 January 2012 1723 Mosvik and 1729 Inderøy were merged to 1756 ;;;;;;;;;;
Inderøy.;;;;;;;;;;
;;;;;;;;;;
1 January 2005 1804 Bodø and 1842 Skjerstad were merged to 1804 Bodø.;;;;;;;;;;
;;;;;;;;;;
1 January 2005 1804 Bodø and 1842 Skjerstad were merged to 1804 Bodø.;;;;;;;;;;
;;;;;;;;;;
1 January 2013 1901 Harstad and 1915 Bjarkøy were merged to 1903 ;;;;;;;;;;
Harstad.;;;;;;;;;;
;;;;;;;;;;
1 January 2013 1901 Harstad and 1915 Bjarkøy were merged to 1903 ;;;;;;;;;;
Harstad.;;;;;;;;;;
;;;;;;;;;;
1 January 2013 1901 Harstad and 1915 Bjarkøy were merged to 1903 ;;;;;;;;;;
Harstad.;;;;;;;;;;
